index,wall_time,step,value
0,1739319251.2572846,265,0.7382946610450745
1,1739319438.928247,531,0.7978581190109253
2,1739319627.9403825,797,0.8143392205238342
3,1739319815.3893251,1063,0.8220957517623901
4,1739320002.7475674,1329,0.8309282064437866
5,1739320189.3252826,1595,0.8375882506370544
6,1739320376.0779781,1861,0.8406194448471069
7,1739320563.373193,2127,0.8459584712982178
8,1739320750.2053652,2393,0.849189043045044
9,1739320937.6399696,2659,0.8510595560073853
10,1739321124.4579449,2925,0.8541380167007446
11,1739321311.9241328,3191,0.8589386940002441
12,1739321499.092222,3457,0.8613555431365967
13,1739321686.6894217,3723,0.8620988726615906
14,1739321873.9607997,3989,0.8619795441627502
15,1739322061.1498137,4255,0.866015613079071
16,1739322248.874545,4521,0.8680747747421265
17,1739322436.074219,4787,0.8701200485229492
18,1739322623.7313755,5053,0.871619462966919
19,1739322810.7325954,5319,0.868166446685791
20,1739322998.266322,5585,0.8734477758407593
21,1739323185.2036946,5851,0.8742387890815735
22,1739323372.0627036,6117,0.8754612803459167
23,1739323559.5433426,6383,0.8762970566749573
24,1739323746.596829,6649,0.8767945170402527
25,1739323933.5855186,6915,0.8786933422088623
26,1739324120.5816674,7181,0.8793392181396484
27,1739324307.413916,7447,0.8810389041900635
28,1739324495.062418,7713,0.8804656863212585
29,1739324682.176871,7979,0.8798457980155945
30,1739324869.7004778,8245,0.8806127905845642
31,1739325056.7335036,8511,0.8821608424186707
32,1739325243.558109,8777,0.8827497959136963
33,1739325430.861127,9043,0.8836647272109985
34,1739325618.2168536,9309,0.8854043483734131
35,1739325805.5910146,9575,0.8847633004188538
36,1739325993.3339176,9841,0.8926243782043457
37,1739326181.1554668,10107,0.8944317102432251
38,1739326368.3137743,10373,0.8954553604125977
39,1739326555.4819994,10639,0.8953447937965393
40,1739326743.3172247,10905,0.8958626985549927
41,1739326931.0609112,11171,0.8956723213195801
42,1739327118.2421768,11437,0.8964799046516418
43,1739327305.5568914,11703,0.8969197869300842
44,1739327492.8070097,11969,0.8970207571983337
45,1739327679.9068952,12235,0.8972104787826538
46,1739327867.231817,12501,0.8974658250808716
47,1739328054.4301853,12767,0.8979488015174866
48,1739328241.7155938,13033,0.8987655639648438
49,1739328429.4282281,13299,0.8985402584075928
50,1739328616.7699492,13565,0.8990475535392761
51,1739328803.9218404,13831,0.8988298773765564
52,1739328990.9067006,14097,0.8989675641059875
53,1739329178.2318287,14363,0.8989713788032532
54,1739329364.6560752,14629,0.8984645009040833
55,1739329550.675085,14895,0.8991442918777466
56,1739329737.0761034,15161,0.8994799256324768
57,1739329923.5136414,15427,0.8988434076309204
58,1739330110.652366,15693,0.8991855382919312
59,1739330297.9125636,15959,0.8989144563674927
60,1739330485.8443758,16225,0.8992214798927307
61,1739330673.7817256,16491,0.8988921046257019
62,1739330861.7150335,16757,0.8990146517753601
63,1739331049.2464206,17023,0.8984014987945557
64,1739331237.2236824,17289,0.8988147377967834
65,1739331424.5362158,17555,0.8988768458366394
66,1739331612.1965702,17821,0.899594783782959
67,1739331799.6229987,18087,0.8989577889442444
68,1739331986.760315,18353,0.8995261788368225
69,1739332173.5539694,18619,0.8987064361572266
70,1739332360.0963602,18885,0.898612916469574
71,1739332546.6691394,19151,0.8989017605781555
72,1739332733.5227957,19417,0.898709774017334
