index,wall_time,step,value
0,1739287684.4648774,265,0.8702880144119263
1,1739287962.1795278,531,0.9090493321418762
2,1739288239.162128,797,0.916563868522644
3,1739288516.659558,1063,0.9221950173377991
4,1739288794.1054528,1329,0.9269579648971558
5,1739289071.6099277,1595,0.9283790588378906
6,1739289349.9521394,1861,0.9314324259757996
7,1739289627.4207475,2127,0.9324072599411011
8,1739289904.799533,2393,0.9343056678771973
9,1739290181.8600013,2659,0.9349033236503601
10,1739290459.0712945,2925,0.9368357062339783
11,1739290736.7480085,3191,0.9384000897407532
12,1739291014.9803417,3457,0.9388148784637451
13,1739291292.112684,3723,0.9385537505149841
14,1739291569.018169,3989,0.9418273568153381
15,1739291846.688805,4255,0.9411866068840027
16,1739292123.952116,4521,0.9415668845176697
17,1739292401.3661237,4787,0.942218005657196
18,1739292678.2618024,5053,0.9420958161354065
19,1739292955.0294812,5319,0.94334477186203
20,1739293232.365537,5585,0.9436445236206055
21,1739293510.6366258,5851,0.9480867385864258
22,1739293787.7807796,6117,0.9489867091178894
23,1739294066.332205,6383,0.9488757848739624
24,1739294344.1790996,6649,0.9489426016807556
25,1739294622.0016322,6915,0.9492967128753662
26,1739294900.0153081,7181,0.9493253827095032
27,1739295176.9799051,7447,0.9494420289993286
28,1739295455.2053435,7713,0.9500663876533508
29,1739295732.5315888,7979,0.9504045248031616
30,1739296009.73047,8245,0.9497589468955994
31,1739296287.0764563,8511,0.9500956535339355
32,1739296564.0344179,8777,0.9501147866249084
33,1739296840.9062712,9043,0.9503822922706604
34,1739297118.2855415,9309,0.9506538510322571
35,1739297396.0237672,9575,0.9510951042175293
36,1739297673.7515585,9841,0.9512841701507568
37,1739297951.685761,10107,0.9510732889175415
38,1739298228.61323,10373,0.9512265920639038
39,1739298505.7543669,10639,0.9510332345962524
40,1739298783.1133788,10905,0.9512061476707458
41,1739299060.1903331,11171,0.9514561891555786
42,1739299338.6306667,11437,0.9510923624038696
43,1739299617.1983912,11703,0.9506118297576904
44,1739299894.4582913,11969,0.9513688683509827
45,1739300172.2436185,12235,0.9510672688484192
46,1739300449.5000868,12501,0.9510572552680969
47,1739300726.6629033,12767,0.95130455493927
48,1739301003.6546946,13033,0.9512459635734558
49,1739301280.8426669,13299,0.951164186000824
50,1739301558.1233635,13565,0.9513595104217529
51,1739301835.913663,13831,0.9512771368026733
52,1739302113.2469535,14097,0.951095700263977
53,1739302390.3843467,14363,0.9516614079475403
54,1739302667.4628692,14629,0.9513303637504578
55,1739302944.5457857,14895,0.9512063264846802
