index,wall_time,step,value
0,1739288523.2299004,265,0.5721349120140076
1,1739288711.4287732,531,0.65755295753479
2,1739288897.674871,797,0.6829139590263367
3,1739289084.2779853,1063,0.7013394832611084
4,1739289270.4689891,1329,0.7162283658981323
5,1739289456.9833999,1595,0.7254266738891602
6,1739289643.9295375,1861,0.7291892766952515
7,1739289830.7712927,2127,0.7380243539810181
8,1739290017.4473703,2393,0.7455207109451294
9,1739290204.577473,2659,0.7537309527397156
10,1739290391.5444942,2925,0.7548373937606812
11,1739290578.5430827,3191,0.7568221688270569
12,1739290765.3548396,3457,0.7629680037498474
13,1739290951.664764,3723,0.7620343565940857
14,1739291138.7121081,3989,0.7682896256446838
15,1739291325.4723494,4255,0.7709557414054871
16,1739291511.8531554,4521,0.7754455208778381
17,1739291698.2001119,4787,0.77545565366745
18,1739291884.5320032,5053,0.7766384482383728
19,1739292071.0224311,5319,0.7774929404258728
20,1739292258.232696,5585,0.7909982800483704
21,1739292445.2595897,5851,0.7966749668121338
22,1739292632.346071,6117,0.7987154722213745
23,1739292819.247514,6383,0.7993384599685669
24,1739293006.1291866,6649,0.8013266921043396
25,1739293192.7682269,6915,0.8016585111618042
26,1739293379.4831183,7181,0.8012902736663818
27,1739293565.9332974,7447,0.803209125995636
28,1739293752.439827,7713,0.8034520745277405
29,1739293939.7974,7979,0.804024875164032
30,1739294126.572512,8245,0.8048141002655029
31,1739294314.1426709,8511,0.8041377663612366
32,1739294501.8095438,8777,0.8049512505531311
33,1739294688.7688031,9043,0.8048503398895264
34,1739294875.562795,9309,0.805538535118103
35,1739295061.9972994,9575,0.8068729043006897
36,1739295249.2900894,9841,0.808742880821228
37,1739295436.167698,10107,0.8087502717971802
38,1739295622.8578067,10373,0.8074339628219604
39,1739295809.4962044,10639,0.8082600235939026
40,1739295996.2036717,10905,0.8090271353721619
41,1739296182.8260474,11171,0.8089156746864319
42,1739296369.4901292,11437,0.8111963868141174
43,1739296556.1454413,11703,0.8128275275230408
44,1739296742.798815,11969,0.8123738169670105
45,1739296929.2903256,12235,0.8128505945205688
46,1739297116.5382984,12501,0.8119884729385376
47,1739297303.464457,12767,0.8127410411834717
48,1739297490.655235,13033,0.8129234910011292
49,1739297677.448896,13299,0.812250018119812
50,1739297864.24886,13565,0.8119168877601624
51,1739298050.6705105,13831,0.8131001591682434
52,1739298238.2380168,14097,0.8124303817749023
53,1739298425.1124449,14363,0.8139747381210327
54,1739298611.861956,14629,0.8132856488227844
55,1739298798.9735243,14895,0.813363790512085
56,1739298985.601659,15161,0.8129898905754089
57,1739299172.3629508,15427,0.8130491971969604
58,1739299359.0918176,15693,0.8139644861221313
59,1739299546.2682922,15959,0.8134257197380066
60,1739299733.1074612,16225,0.8124772310256958
61,1739299919.673679,16491,0.8135727643966675
62,1739300106.6381383,16757,0.8141262531280518
63,1739300294.1000545,17023,0.8138346672058105
64,1739300481.042242,17289,0.8126364350318909
65,1739300668.6921058,17555,0.813174843788147
66,1739300855.7823021,17821,0.8144626021385193
67,1739301042.799244,18087,0.813177227973938
68,1739301229.4326503,18353,0.8137091398239136
69,1739301416.145715,18619,0.8144341707229614
70,1739301602.9291127,18885,0.8139148950576782
71,1739301789.7526104,19151,0.8128209710121155
72,1739301976.6604576,19417,0.8138815760612488
73,1739302163.572552,19683,0.8142114281654358
74,1739302350.2956905,19949,0.8131177425384521
75,1739302537.162701,20215,0.8140274882316589
76,1739302724.198449,20481,0.813382089138031
77,1739302911.1709914,20747,0.8132098317146301
