index,wall_time,step,value
0,1739232809.5310245,265,0.7536725401878357
1,1739233041.803877,531,0.810897171497345
2,1739233273.6340115,797,0.828050434589386
3,1739233505.7650747,1063,0.8332511186599731
4,1739233738.6908567,1329,0.8427972793579102
5,1739233971.827805,1595,0.8462508916854858
6,1739234204.9502666,1861,0.8517000675201416
7,1739234437.4555233,2127,0.854275107383728
8,1739234670.6548727,2393,0.8592455387115479
9,1739234902.742584,2659,0.8620389103889465
10,1739235135.6130474,2925,0.8652464151382446
11,1739235368.4686344,3191,0.8685089945793152
12,1739235600.6629586,3457,0.8685205578804016
13,1739235832.3154066,3723,0.8734686374664307
14,1739236065.2476892,3989,0.8726393580436707
15,1739236298.188711,4255,0.8754259943962097
16,1739236530.209052,4521,0.8785819411277771
17,1739236762.294732,4787,0.8775739073753357
18,1739236994.2042103,5053,0.8798336982727051
19,1739237226.2893682,5319,0.8799001574516296
20,1739237458.1576154,5585,0.8821675777435303
21,1739237690.7185695,5851,0.8904111385345459
22,1739237923.6103373,6117,0.8927130699157715
23,1739238155.739395,6383,0.8930849432945251
24,1739238387.4920027,6649,0.8941002488136292
25,1739238620.2667003,6915,0.8941393494606018
26,1739238852.8434086,7181,0.8953856229782104
27,1739239085.8234625,7447,0.8951476812362671
28,1739239318.575521,7713,0.8955070972442627
29,1739239551.7438128,7979,0.8958341479301453
30,1739239784.482256,8245,0.896085262298584
31,1739240016.9460216,8511,0.8957480788230896
32,1739240249.411063,8777,0.8961287140846252
33,1739240481.8243968,9043,0.8974037766456604
34,1739240713.8225863,9309,0.8971295356750488
35,1739240946.7910032,9575,0.8981397151947021
36,1739241179.4230464,9841,0.8989551663398743
37,1739241411.8782754,10107,0.8993454575538635
38,1739241645.150924,10373,0.8991950750350952
39,1739241877.562457,10639,0.8990052342414856
40,1739242110.026287,10905,0.8988939523696899
41,1739242343.1361735,11171,0.8995870351791382
42,1739242575.5060391,11437,0.8995794653892517
43,1739242808.4642787,11703,0.8992869257926941
44,1739243041.7876408,11969,0.8996226191520691
45,1739243274.2451427,12235,0.8991237282752991
46,1739243506.5121238,12501,0.8998474478721619
47,1739243738.6725013,12767,0.8987352252006531
48,1739243971.7859406,13033,0.8998245000839233
49,1739244204.927079,13299,0.8991221189498901
50,1739244437.8122725,13565,0.8990344405174255
51,1739244670.0586874,13831,0.9000394940376282
52,1739244902.9519749,14097,0.8996559977531433
53,1739245135.3002803,14363,0.8994214534759521
54,1739245367.8040192,14629,0.8995228409767151
55,1739245599.9684722,14895,0.8992410898208618
56,1739245832.49378,15161,0.899708092212677
57,1739246065.6471865,15427,0.8990546464920044
58,1739246298.2024093,15693,0.899448812007904
59,1739246530.5429676,15959,0.9000383019447327
60,1739246764.4033127,16225,0.8995562195777893
61,1739246997.9520416,16491,0.899480938911438
62,1739247230.8455248,16757,0.8995494842529297
63,1739247463.9552374,17023,0.8995063900947571
64,1739247696.8692994,17289,0.8995294570922852
65,1739247930.0664437,17555,0.8996694684028625
66,1739248162.8589642,17821,0.8996521234512329
67,1739248395.9309406,18087,0.8993470668792725
68,1739248629.96578,18353,0.8995640277862549
69,1739248862.8104177,18619,0.8995541334152222
