index,wall_time,step,value
0,1739232809.5309813,265,0.8768362402915955
1,1739233041.803848,531,0.9054486155509949
2,1739233273.6339817,797,0.9140252470970154
3,1739233505.7650454,1063,0.9166255593299866
4,1739233738.6908185,1329,0.9213986992835999
5,1739233971.8277748,1595,0.9231254458427429
6,1739234204.9502246,1861,0.9258500337600708
7,1739234437.4554925,2127,0.927137553691864
8,1739234670.6548429,2393,0.9296227693557739
9,1739234902.742556,2659,0.9310194849967957
10,1739235135.6130052,2925,0.9326231479644775
11,1739235368.4686053,3191,0.93425452709198
12,1739235600.6629288,3457,0.9342602491378784
13,1739235832.3153772,3723,0.9367342591285706
14,1739236065.2476616,3989,0.9363196492195129
15,1739236298.188682,4255,0.9377130270004272
16,1739236530.2090065,4521,0.9392909407615662
17,1739236762.2947028,4787,0.9387869834899902
18,1739236994.2041805,5053,0.9399168491363525
19,1739237226.2893395,5319,0.9399501085281372
20,1739237458.1575851,5585,0.9410837888717651
21,1739237690.7185388,5851,0.945205569267273
22,1739237923.6103082,6117,0.9463565349578857
23,1739238155.7393656,6383,0.9465424418449402
24,1739238387.4919713,6649,0.947050154209137
25,1739238620.2666693,6915,0.9470697045326233
26,1739238852.8433654,7181,0.9476927518844604
27,1739239085.8234076,7447,0.9475738406181335
28,1739239318.5754793,7713,0.9477535486221313
29,1739239551.7437704,7979,0.9479170441627502
30,1739239784.482228,8245,0.948042631149292
31,1739240016.9459908,8511,0.9478740692138672
32,1739240249.4110324,8777,0.948064386844635
33,1739240481.824367,9043,0.9487018585205078
34,1739240713.8225548,9309,0.9485647678375244
35,1739240946.7909706,9575,0.9490698575973511
36,1739241179.423019,9841,0.9494775533676147
37,1739241411.8782458,10107,0.9496727585792542
38,1739241645.1508944,10373,0.9495975375175476
39,1739241877.5624034,10639,0.9495025873184204
40,1739242110.026259,10905,0.9494470357894897
41,1739242343.1361442,11171,0.9497935175895691
42,1739242575.5059893,11437,0.9497897624969482
43,1739242808.4642506,11703,0.9496434330940247
44,1739243041.7876108,11969,0.9498112797737122
45,1739243274.2451146,12235,0.9495618939399719
46,1739243506.512094,12501,0.9499237537384033
47,1739243738.6724718,12767,0.9493676424026489
48,1739243971.7858927,13033,0.9499122500419617
49,1739244204.9270504,13299,0.9495610594749451
50,1739244437.8122375,13565,0.9495172500610352
51,1739244670.0586588,13831,0.9500197768211365
52,1739244902.9519424,14097,0.9498279690742493
53,1739245135.3002477,14363,0.9497107267379761
54,1739245367.8039885,14629,0.9497614502906799
55,1739245599.9684253,14895,0.9496205449104309
56,1739245832.4937496,15161,0.9498540163040161
57,1739246065.6471567,15427,0.9495273232460022
58,1739246298.2023787,15693,0.9497243762016296
59,1739246530.5429397,15959,0.9500191807746887
60,1739246764.4032812,16225,0.949778139591217
61,1739246997.9520133,16491,0.9497405290603638
62,1739247230.8454764,16757,0.9497748017311096
63,1739247463.9552093,17023,0.9497532248497009
64,1739247696.86927,17289,0.9497647285461426
65,1739247930.0663986,17555,0.9498347043991089
66,1739248162.858934,17821,0.9498260617256165
67,1739248395.9309115,18087,0.9496735334396362
68,1739248629.9657497,18353,0.9497820138931274
69,1739248862.8103895,18619,0.9497770071029663
