index,wall_time,step,value
0,1738854098.7506952,265,0.7637590765953064
1,1738854424.9710374,531,0.8327598571777344
2,1738854752.5651705,797,0.8487932085990906
3,1738855079.138675,1063,0.8594380021095276
4,1738855406.5807745,1329,0.8655109405517578
5,1738855732.955791,1595,0.8705422282218933
6,1738856059.6459944,1861,0.8720661401748657
7,1738856387.4039452,2127,0.8755308985710144
8,1738856713.6696508,2393,0.8790841698646545
9,1738857040.7912784,2659,0.8799967169761658
10,1738857369.1900551,2925,0.8838563561439514
11,1738857695.8731039,3191,0.8848007917404175
12,1738858023.7927744,3457,0.8845309019088745
13,1738858351.0182636,3723,0.8871524930000305
14,1738858677.7161415,3989,0.8903365135192871
15,1738859004.0652087,4255,0.8896446228027344
16,1738859330.4178135,4521,0.8892372250556946
17,1738859657.3980608,4787,0.8924582600593567
18,1738859983.6781175,5053,0.8931071758270264
19,1738860309.4661667,5319,0.8910344839096069
20,1738860635.592194,5585,0.8930171132087708
21,1738860962.2603831,5851,0.8945898413658142
22,1738861289.5304005,6117,0.8967331647872925
23,1738861616.8644724,6383,0.8939743638038635
24,1738861944.3811314,6649,0.8974041938781738
25,1738862270.78267,6915,0.898243248462677
26,1738862597.0859156,7181,0.8987026214599609
27,1738862923.056215,7447,0.8978830575942993
28,1738863249.925213,7713,0.8981893062591553
29,1738863577.199428,7979,0.8991602659225464
30,1738863904.2806983,8245,0.9003694653511047
31,1738864231.69163,8511,0.8991984128952026
32,1738864558.6385345,8777,0.9014245867729187
33,1738864884.5174274,9043,0.901717483997345
34,1738865211.9736576,9309,0.9025179147720337
35,1738865539.454605,9575,0.9025002121925354
36,1738865866.316293,9841,0.9019112586975098
37,1738866194.6304686,10107,0.9078375101089478
38,1738866521.7857985,10373,0.9099233150482178
39,1738866849.5080416,10639,0.91023850440979
40,1738867177.4158013,10905,0.9110567569732666
41,1738867505.3079488,11171,0.911115825176239
42,1738867832.787286,11437,0.9108878374099731
43,1738868159.776091,11703,0.9119398593902588
44,1738868486.7863572,11969,0.9120073318481445
45,1738868813.9369504,12235,0.9119892716407776
46,1738869142.2849157,12501,0.9125180244445801
47,1738869470.0239515,12767,0.9117804765701294
48,1738869796.7431967,13033,0.9124971032142639
49,1738870123.8450878,13299,0.9127693772315979
50,1738870450.9325821,13565,0.9129669666290283
51,1738870778.814702,13831,0.9130099415779114
52,1738871106.6178937,14097,0.9132978320121765
53,1738871433.6152077,14363,0.9137927293777466
54,1738871760.7079432,14629,0.9144339561462402
55,1738872087.521951,14895,0.9141685962677002
56,1738872414.7271123,15161,0.9141930341720581
57,1738872742.5540695,15427,0.9143756628036499
58,1738873070.244142,15693,0.9141826629638672
59,1738873397.4730647,15959,0.9142388105392456
60,1738873724.2035522,16225,0.9140862822532654
61,1738874051.5744476,16491,0.9142124056816101
62,1738874378.547366,16757,0.9143306016921997
63,1738874706.7615054,17023,0.9145858287811279
64,1738875033.5432868,17289,0.9136788249015808
